# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
6.552138229291597327e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.557139861527698486e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.562141493763798508e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.567143125999898530e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.572144758235999689e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.577146390472099711e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.582148022708199733e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.587149654944300892e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.592151287180400914e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.597152919416502073e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.602154551652602095e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.607156183888702117e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.612157816124803276e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.617159448360903298e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.622161080597004457e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.627162712833104479e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.632164345069204501e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.637165977305305660e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.642167609541405682e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.647169241777505704e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.652170874013606863e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.657172506249706885e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.662174138485808044e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.667175770721908066e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.672177402958008088e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.677179035194109247e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.682180667430209269e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.687182299666310428e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.692183931902410450e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.697185564138510472e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.702187196374611631e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.707188828610711653e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.712190460846811675e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.717192093082912834e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.722193725319012856e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.727195357555114015e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.732196989791214037e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.737198622027314059e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.742200254263415218e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.747201886499515240e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.752203518735615262e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.757205150971716421e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.762206783207816443e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.767208415443917602e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.772210047680017624e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.777211679916117646e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.782213312152218805e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.787214944388318827e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.792216576624419986e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.797218208860520008e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.802219841096620030e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.807221473332721189e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.812223105568821211e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.817224737804921233e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.822226370041022392e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.827228002277122414e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.832229634513223573e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.837231266749323595e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.842232898985423617e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.847234531221524776e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.852236163457624798e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.857237795693724820e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.862239427929825979e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.867241060165926001e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.872242692402027160e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.877244324638127182e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.882245956874227204e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.887247589110328363e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.892249221346428385e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.897250853582529544e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.902252485818629566e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.907254118054729588e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.912255750290830747e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.917257382526930769e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.922259014763030791e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.927260646999131950e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.932262279235231972e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.937263911471333131e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.942265543707433153e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.947267175943533175e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.952268808179634334e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.957270440415734356e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.962272072651835515e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.967273704887935537e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.972275337124035559e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.977276969360136718e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.982278601596236740e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.987280233832336762e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.992281866068437921e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.997283498304537943e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.002285130540639102e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.007286762776739124e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.012288395012839146e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.017290027248940305e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.022291659485040327e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.027293291721140349e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.032294923957241508e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.037296556193341530e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.042298188429442689e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.047299820665542711e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.052301452901642733e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.057303085137743892e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.062304717373843914e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.067306349609945073e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.072307981846045095e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.077309614082145117e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.082311246318246276e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.087312878554346298e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.092314510790446320e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.097316143026547479e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.102317775262647501e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.107319407498748660e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.112321039734848682e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.117322671970948704e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.122324304207049863e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.127325936443149885e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.132327568679249907e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.137329200915351066e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.142330833151451088e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.147332465387552247e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.152334097623652269e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.157335729859752291e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.162337362095853450e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.167338994331953472e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.172340626568054631e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.177342258804154653e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.182343891040254675e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
7.187345523276355834e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
